year,month,stateDescription,sectorName,price,revenue,sales,tavg
2007,10,Nebraska,all sectors,6.26,132.45943,2116.69332,57.5
2007,11,Nebraska,all sectors,5.79,126.89404,2190.04088,39.8
2007,12,Nebraska,all sectors,5.8,144.50724,2489.96761,24.2
2008,1,Nebraska,all sectors,5.8,147.55981,2543.0859,23.0
2008,2,Nebraska,all sectors,5.94,144.76482,2437.41759,25.8
2008,3,Nebraska,all sectors,6.33,147.03182,2321.13445,38.2
2008,4,Nebraska,all sectors,6.24,133.01349,2130.72112,47.9
2008,5,Nebraska,all sectors,6.34,134.14863,2114.4332,61.2
2008,6,Nebraska,all sectors,7.2,166.67343,2315.60161,72.9
2008,7,Nebraska,all sectors,7.34,206.47401,2814.7313,78.2
2008,8,Nebraska,all sectors,7.35,206.46633,2809.03882,75.7
2008,9,Nebraska,all sectors,7.27,168.27313,2314.84981,65.6
2008,10,Nebraska,all sectors,6.47,140.63527,2174.62387,54.2
2008,11,Nebraska,all sectors,6.27,137.93986,2201.21911,40.0
2008,12,Nebraska,all sectors,6.13,162.16533,2644.16426,23.4
2009,1,Nebraska,all sectors,6.32,166.26746,2631.51457,23.6
2009,2,Nebraska,all sectors,6.73,158.636,2357.00331,31.2
2009,3,Nebraska,all sectors,7.11,162.36568,2284.25975,40.0
2009,4,Nebraska,all sectors,6.96,142.36397,2046.76887,50.4
2009,5,Nebraska,all sectors,7.14,149.59071,2095.88564,64.8
2009,6,Nebraska,all sectors,7.85,181.15624,2308.92617,72.5
2009,7,Nebraska,all sectors,8.32,220.43514,2648.65665,73.2
2009,8,Nebraska,all sectors,7.99,211.13495,2641.60742,72.6
2009,9,Nebraska,all sectors,7.72,177.42491,2297.86053,64.4
2009,10,Nebraska,all sectors,7.04,153.03453,2173.11432,46.6
2009,11,Nebraska,all sectors,6.7,149.83363,2235.32666,44.6
2009,12,Nebraska,all sectors,6.52,177.97831,2731.27011,20.6
2010,1,Nebraska,all sectors,6.53,179.39753,2747.28275,18.9
2010,2,Nebraska,all sectors,6.9,168.86666,2446.52098,23.0
2010,3,Nebraska,all sectors,7.27,175.92812,2420.48906,40.9
2010,4,Nebraska,all sectors,6.94,157.78501,2273.06444,56.4
2010,5,Nebraska,all sectors,7.41,160.48503,2166.57844,61.2
2010,6,Nebraska,all sectors,8.17,199.37714,2441.33543,74.4
2010,7,Nebraska,all sectors,8.54,247.27691,2895.02716,77.9
2010,8,Nebraska,all sectors,8.47,257.56761,3039.80548,78.2
2010,9,Nebraska,all sectors,8.23,196.33797,2385.86093,66.3
2010,10,Nebraska,all sectors,7.36,158.72128,2157.97439,55.6
2010,11,Nebraska,all sectors,7.05,158.38775,2247.71186,39.5
2010,12,Nebraska,all sectors,7.0,184.05106,2627.80912,25.4
2011,1,Nebraska,all sectors,7.03,187.35828,2666.58506,18.9
2011,2,Nebraska,all sectors,7.13,178.63029,2503.96624,27.0
2011,3,Nebraska,all sectors,7.52,185.45583,2465.61705,39.0
2011,4,Nebraska,all sectors,7.55,161.98321,2145.20479,51.7
2011,5,Nebraska,all sectors,7.67,167.45873,2184.14995,62.3
2011,6,Nebraska,all sectors,8.45,202.65627,2398.96736,72.8
2011,7,Nebraska,all sectors,8.97,268.97859,2998.82673,81.8
2011,8,Nebraska,all sectors,8.85,257.54832,2910.01971,75.3
2011,9,Nebraska,all sectors,8.66,205.21521,2370.09633,61.7
2011,10,Nebraska,all sectors,7.73,170.05902,2201.25704,55.8
2011,11,Nebraska,all sectors,7.25,166.40555,2293.82656,40.2
2011,12,Nebraska,all sectors,7.35,186.46152,2537.5672,30.0
2012,1,Nebraska,all sectors,7.54,193.79142,2569.61041,30.5
2012,2,Nebraska,all sectors,7.79,191.41744,2456.5933,30.9
2012,3,Nebraska,all sectors,8.3,194.35892,2342.32093,54.8
2012,4,Nebraska,all sectors,8.06,174.17579,2160.16254,57.0
2012,5,Nebraska,all sectors,7.89,190.27138,2412.41579,67.9
2012,6,Nebraska,all sectors,8.71,244.89446,2813.27119,76.0
2012,7,Nebraska,all sectors,9.48,325.71972,3437.43607,83.6
2012,8,Nebraska,all sectors,9.25,287.44015,3108.88598,74.9
2012,9,Nebraska,all sectors,9.01,219.80981,2440.53984,65.0
2012,10,Nebraska,all sectors,8.23,184.6395,2243.88233,50.3
2012,11,Nebraska,all sectors,7.72,177.02507,2293.70601,41.8
2012,12,Nebraska,all sectors,7.75,197.5097,2549.1146,28.4
2013,1,Nebraska,all sectors,7.83,208.33114,2660.43782,25.3
2013,2,Nebraska,all sectors,8.26,197.97831,2397.86387,29.8
2013,3,Nebraska,all sectors,8.7,211.89854,2435.84167,34.9
2013,4,Nebraska,all sectors,8.33,190.18209,2282.41126,46.2
2013,5,Nebraska,all sectors,8.35,195.9204,2346.48712,61.2
2013,6,Nebraska,all sectors,9.17,226.56576,2470.43219,72.2
2013,7,Nebraska,all sectors,9.9,303.23285,3061.92644,76.0
2013,8,Nebraska,all sectors,9.59,284.63703,2968.90711,75.8
2013,9,Nebraska,all sectors,9.51,248.37944,2612.67107,70.5
2013,10,Nebraska,all sectors,8.56,199.61044,2331.93261,52.3
2013,11,Nebraska,all sectors,8.1,193.99479,2393.68254,37.2
2013,12,Nebraska,all sectors,8.1,221.89803,2738.0113,21.9
2014,1,Nebraska,all sectors,8.01,224.87145,2807.1412,23.3
2014,2,Nebraska,all sectors,8.15,207.52067,2545.60465,22.8
2014,3,Nebraska,all sectors,8.75,218.63223,2498.78561,36.8
2014,4,Nebraska,all sectors,8.58,190.91952,2225.07442,53.3
2014,5,Nebraska,all sectors,8.55,198.833,2326.4984,65.1
2014,6,Nebraska,all sectors,9.23,228.18774,2472.29578,74.6
2014,7,Nebraska,all sectors,10.09,290.81514,2881.88369,75.2
2014,8,Nebraska,all sectors,9.76,278.27787,2852.28197,75.7
2014,9,Nebraska,all sectors,9.45,227.69339,2409.73619,65.8
2014,10,Nebraska,all sectors,8.69,195.43773,2249.88503,55.2
2014,11,Nebraska,all sectors,8.35,195.83494,2344.93284,34.6
2014,12,Nebraska,all sectors,8.22,214.33428,2608.04825,31.7
2015,1,Nebraska,all sectors,8.09,215.46971,2664.61478,27.5
2015,2,Nebraska,all sectors,8.33,201.83508,2423.91983,22.2
2015,3,Nebraska,all sectors,8.81,205.76093,2335.60069,43.4
2015,4,Nebraska,all sectors,8.63,184.05136,2132.36705,54.6
2015,5,Nebraska,all sectors,8.7,187.78933,2159.20882,61.4
2015,6,Nebraska,all sectors,9.49,232.59999,2450.61881,73.8
2015,7,Nebraska,all sectors,10.1,302.94252,2999.94585,77.3
2015,8,Nebraska,all sectors,9.67,273.89453,2832.84253,73.7
2015,9,Nebraska,all sectors,9.41,238.85808,2537.93858,71.4
2015,10,Nebraska,all sectors,8.56,190.95597,2230.05876,57.1
2015,11,Nebraska,all sectors,8.34,184.83209,2216.10315,45.0
2015,12,Nebraska,all sectors,8.27,207.78627,2511.85407,34.2
2016,1,Nebraska,all sectors,8.24,216.97935,2632.91959,26.3
2016,2,Nebraska,all sectors,8.42,203.10128,2413.4385,35.3
2016,3,Nebraska,all sectors,9.09,206.10947,2268.13405,47.5
2016,4,Nebraska,all sectors,8.73,184.07245,2107.61122,55.3
2016,5,Nebraska,all sectors,8.84,192.9231,2182.44769,62.8
2016,6,Nebraska,all sectors,9.68,266.54049,2752.96958,79.5
2016,7,Nebraska,all sectors,10.14,311.14718,3067.54946,77.9
2016,8,Nebraska,all sectors,9.81,298.35048,3041.58811,75.4
2016,9,Nebraska,all sectors,9.49,239.09755,2520.34552,70.0
2016,10,Nebraska,all sectors,8.65,196.68209,2274.39364,58.0
2016,11,Nebraska,all sectors,8.44,189.71352,2248.11951,46.5
2016,12,Nebraska,all sectors,8.46,227.50292,2689.83718,26.9
2017,1,Nebraska,all sectors,8.24,222.76672,2703.43031,27.7
2017,2,Nebraska,all sectors,8.5,196.96226,2316.14338,38.1
2017,3,Nebraska,all sectors,9.13,214.47202,2347.92471,43.4
2017,4,Nebraska,all sectors,8.82,195.08677,2212.47403,53.5
2017,5,Nebraska,all sectors,8.86,201.31549,2272.6666,63.0
2017,6,Nebraska,all sectors,9.74,263.2761,2703.6238,75.8
2017,7,Nebraska,all sectors,9.97,319.26035,3201.68861,79.1
2017,8,Nebraska,all sectors,9.8,275.38426,2810.33436,71.6
2017,9,Nebraska,all sectors,9.65,245.56452,2544.73082,70.3
2017,10,Nebraska,all sectors,8.6,195.44056,2272.79466,55.4
2017,11,Nebraska,all sectors,8.49,199.42956,2350.05909,41.7
2017,12,Nebraska,all sectors,8.65,226.81144,2623.13664,28.9
2018,1,Nebraska,all sectors,8.27,228.41864,2760.91474,23.5
2018,2,Nebraska,all sectors,8.36,210.32291,2515.09471,24.2
2018,3,Nebraska,all sectors,8.99,224.39633,2495.40844,40.7
2018,4,Nebraska,all sectors,8.78,200.14667,2280.16582,44.5
2018,5,Nebraska,all sectors,8.96,217.48673,2427.84426,69.7
2018,6,Nebraska,all sectors,9.37,253.64749,2707.20522,77.5
2018,7,Nebraska,all sectors,10.02,305.69177,3050.48419,77.1
2018,8,Nebraska,all sectors,9.75,284.10599,2914.09179,75.1
2018,9,Nebraska,all sectors,9.63,238.49586,2477.18073,68.5
2018,10,Nebraska,all sectors,8.76,200.77139,2293.14362,50.5
2018,11,Nebraska,all sectors,8.62,207.54901,2408.26865,33.8
2018,12,Nebraska,all sectors,8.46,220.69452,2609.68985,30.4
2019,1,Nebraska,all sectors,8.34,227.36382,2726.24086,25.2
2019,2,Nebraska,all sectors,8.42,215.71539,2561.56922,19.7
2019,3,Nebraska,all sectors,8.99,232.87079,2588.90721,34.8
2019,4,Nebraska,all sectors,8.98,196.58845,2188.04904,54.1
2019,5,Nebraska,all sectors,8.88,201.75119,2270.73439,60.2
2019,6,Nebraska,all sectors,9.82,238.96676,2432.40837,73.2
2019,7,Nebraska,all sectors,9.69,286.23577,2953.02375,78.6
2019,8,Nebraska,all sectors,9.84,276.18141,2808.08917,74.4
2019,9,Nebraska,all sectors,9.77,247.53728,2532.77915,73.6
2019,10,Nebraska,all sectors,8.93,206.85803,2315.52799,48.7
2019,11,Nebraska,all sectors,8.67,207.03658,2388.34765,37.5
2019,12,Nebraska,all sectors,8.48,222.04841,2617.51321,31.9
2020,1,Nebraska,all sectors,8.25,230.41876,2791.41548,27.6
2020,2,Nebraska,all sectors,8.46,214.79869,2538.21394,31.3
2020,3,Nebraska,all sectors,9.01,225.35489,2502.2955,44.4
2020,4,Nebraska,all sectors,8.94,194.35433,2174.67732,50.6
2020,5,Nebraska,all sectors,9.19,194.74982,2118.46594,60.2
2020,6,Nebraska,all sectors,9.46,260.65922,2755.03707,78.3
2020,7,Nebraska,all sectors,9.73,310.38199,3191.55256,78.5
2020,8,Nebraska,all sectors,9.4,294.93601,3138.86107,75.3
2020,9,Nebraska,all sectors,9.46,237.06661,2506.52705,64.7
2020,10,Nebraska,all sectors,8.82,209.53352,2374.62042,49.9
2020,11,Nebraska,all sectors,8.46,202.15081,2388.58445,44.2
2020,12,Nebraska,all sectors,8.27,222.59415,2691.28522,30.1
2021,1,Nebraska,all sectors,8.29,214.83462,2591.82179,29.0
2021,2,Nebraska,all sectors,9.23,251.334,2724.31798,16.4
2021,3,Nebraska,all sectors,8.55,216.56056,2532.49697,46.7
2021,4,Nebraska,all sectors,9.22,208.55873,2263.17659,52.6
2021,5,Nebraska,all sectors,8.55,202.82701,2373.0778,62.5
2021,6,Nebraska,all sectors,9.13,264.6799,2898.43395,77.3
2021,7,Nebraska,all sectors,9.36,302.44963,3230.73897,77.2
2021,8,Nebraska,all sectors,9.1,297.99243,3274.92758,78.4
2021,9,Nebraska,all sectors,9.19,250.5736,2727.10011,70.5
2021,10,Nebraska,all sectors,8.57,210.15976,2452.94055,57.0
2021,11,Nebraska,all sectors,8.31,208.12478,2505.61622,44.4
2021,12,Nebraska,all sectors,8.31,229.84221,2766.52153,36.0
2022,1,Nebraska,all sectors,8.12,237.2116,2922.70209,24.9
2022,2,Nebraska,all sectors,8.31,226.28561,2723.83696,29.1
2022,3,Nebraska,all sectors,8.46,229.56795,2712.76587,40.7
2022,4,Nebraska,all sectors,8.57,209.33829,2443.80279,51.1
2022,5,Nebraska,all sectors,8.87,224.60418,2530.94705,64.4
2022,6,Nebraska,all sectors,9.32,271.91184,2918.08543,75.6
2022,7,Nebraska,all sectors,9.56,314.91906,3294.99731,78.7
2022,8,Nebraska,all sectors,9.35,322.38724,3449.6425,78.1
2022,9,Nebraska,all sectors,9.38,265.37217,2828.44923,70.8
2022,10,Nebraska,all sectors,8.85,218.70838,2470.21071,55.1
2022,11,Nebraska,all sectors,8.49,219.05095,2580.60664,38.8
2022,12,Nebraska,all sectors,8.42,249.79487,2968.05842,25.5
2023,1,Nebraska,all sectors,8.43,247.97424,2941.04934,28.9
2023,2,Nebraska,all sectors,8.64,228.75388,2647.31863,30.7
2023,3,Nebraska,all sectors,8.83,238.38751,2700.5638,37.9
2023,4,Nebraska,all sectors,9.15,219.04904,2393.545,54.1
2023,5,Nebraska,all sectors,9.1,231.71062,2545.59304,67.6
2023,6,Nebraska,all sectors,9.66,281.90258,2918.42037,76.1
2023,7,Nebraska,all sectors,9.85,311.96858,3168.25995,76.1
2023,8,Nebraska,all sectors,9.82,333.96668,3401.88214,77.3
2023,9,Nebraska,all sectors,9.72,276.3176,2842.0904,71.1
2023,10,Nebraska,all sectors,8.93,226.43793,2535.7194,56.3
2023,11,Nebraska,all sectors,8.95,229.38036,2563.09147,42.6
2023,12,Nebraska,all sectors,8.91,248.69547,2789.69283,35.6
2024,1,Nebraska,all sectors,8.8,286.30287,3251.78088,21.6
2001,1,Nevada,all sectors,6.44,137.57941,2137.54432,33.5
2001,2,Nevada,all sectors,6.42,120.87018,1883.84015,37.5
2001,3,Nevada,all sectors,7.46,146.0327,1957.7433,43.5
2001,4,Nevada,all sectors,7.61,162.72269,2137.30092,48.5
2001,5,Nevada,all sectors,7.75,191.03046,2463.42226,56.0
2001,6,Nevada,all sectors,8.37,220.70072,2637.28236,64.0
2001,7,Nevada,all sectors,8.57,250.37093,2919.84268,71.0
2001,8,Nevada,all sectors,8.59,257.08879,2994.25647,69.5
2001,9,Nevada,all sectors,8.62,231.73743,2688.15774,61.5
2001,10,Nevada,all sectors,8.14,177.21975,2177.45073,51.5
2001,11,Nevada,all sectors,7.23,143.6207,1985.42317,40.5
2001,12,Nevada,all sectors,7.99,174.47825,2185.02892,33.5
2002,1,Nevada,all sectors,7.92,168.88642,2131.16834,33.5
2002,2,Nevada,all sectors,8.03,169.21085,2106.825,37.5
2002,3,Nevada,all sectors,8.06,174.19204,2161.38513,43.5
2002,4,Nevada,all sectors,7.66,164.2901,2145.8827,48.5
2002,5,Nevada,all sectors,8.04,181.25396,2255.46617,56.0
2002,6,Nevada,all sectors,8.73,251.62319,2883.79235,64.0
2002,7,Nevada,all sectors,9.53,318.55579,3341.91724,71.0
2002,8,Nevada,all sectors,8.15,262.71867,3222.17821,69.5
2002,9,Nevada,all sectors,9.43,241.17776,2557.75657,61.5
2002,10,Nevada,all sectors,8.52,185.58599,2177.57631,51.5
2002,11,Nevada,all sectors,8.17,161.21801,1972.79152,40.5
2002,12,Nevada,all sectors,8.08,181.53023,2247.53247,33.5
2003,1,Nevada,all sectors,8.27,178.34072,2155.97557,33.5
2003,2,Nevada,all sectors,8.22,161.34869,1961.86329,37.5
2003,3,Nevada,all sectors,8.17,175.16679,2144.26949,43.5
2003,4,Nevada,all sectors,8.18,164.16159,2006.82016,48.5
2003,5,Nevada,all sectors,7.92,189.57307,2395.01335,56.0
2003,6,Nevada,all sectors,8.46,256.66948,3032.55044,64.0
2003,7,Nevada,all sectors,8.8,305.81694,3476.45898,71.0
2003,8,Nevada,all sectors,8.68,282.69606,3257.85413,69.5
2003,9,Nevada,all sectors,8.63,239.73987,2779.51483,61.5
2003,10,Nevada,all sectors,8.13,204.22854,2511.07894,51.5
2003,11,Nevada,all sectors,7.52,157.81249,2098.09317,40.5
2003,12,Nevada,all sectors,7.93,183.25176,2312.16764,33.5
2004,1,Nevada,all sectors,7.69,180.57835,2349.35126,33.5
2004,2,Nevada,all sectors,7.92,171.97679,2172.20652,37.5
2004,3,Nevada,all sectors,7.82,176.21699,2254.50222,43.5
2004,4,Nevada,all sectors,8.1,169.07535,2087.83148,48.5
2004,5,Nevada,all sectors,8.26,224.20207,2712.86609,56.0
2004,6,Nevada,all sectors,8.85,262.68444,2968.33824,64.0
2004,7,Nevada,all sectors,9.35,323.21294,3455.65313,71.0
2004,8,Nevada,all sectors,9.22,308.80346,3348.58468,69.5
2004,9,Nevada,all sectors,9.06,255.04049,2814.41853,61.5
2004,10,Nevada,all sectors,8.74,217.17754,2484.67181,51.5
2004,11,Nevada,all sectors,8.38,185.79419,2217.57564,40.5
2004,12,Nevada,all sectors,8.42,205.93538,2446.30638,33.5
2005,1,Nevada,all sectors,8.59,208.51206,2427.06255,33.5
2005,2,Nevada,all sectors,8.64,184.38328,2133.12498,37.5
2005,3,Nevada,all sectors,8.46,196.39428,2322.72759,43.5
2005,4,Nevada,all sectors,8.48,186.02486,2192.98275,48.5
2005,5,Nevada,all sectors,8.43,223.26067,2647.89196,56.0
2005,6,Nevada,all sectors,8.99,274.69045,3054.05171,64.0
2005,7,Nevada,all sectors,9.47,372.30472,3932.21793,71.0
2005,8,Nevada,all sectors,9.39,320.54844,3415.21729,69.5
2005,9,Nevada,all sectors,9.33,278.60134,2985.91046,61.5
2005,10,Nevada,all sectors,9.22,238.24806,2584.46311,51.5
2005,11,Nevada,all sectors,8.94,199.56804,2231.61684,40.5
2005,12,Nevada,all sectors,9.7,249.7188,2573.36283,33.5
2006,1,Nevada,all sectors,9.27,229.91009,2479.14678,33.5
2006,2,Nevada,all sectors,9.0,202.30209,2246.7146,37.5
2006,3,Nevada,all sectors,9.07,222.6144,2454.9257,43.5
2006,4,Nevada,all sectors,8.86,208.02543,2348.54603,48.5
2006,5,Nevada,all sectors,9.33,278.91965,2989.82076,56.0
2006,6,Nevada,all sectors,9.82,341.40093,3477.94722,64.0
2006,7,Nevada,all sectors,10.43,412.03517,3948.91401,71.0
2006,8,Nevada,all sectors,10.24,391.25243,3819.9399,69.5
2006,9,Nevada,all sectors,10.16,319.92793,3150.24005,61.5
2006,10,Nevada,all sectors,9.73,250.86562,2578.57578,51.5
2006,11,Nevada,all sectors,9.06,216.87141,2392.52447,40.5
2006,12,Nevada,all sectors,9.47,255.64987,2698.9647,33.5
2007,1,Nevada,all sectors,9.48,254.60359,2684.4546,33.5
2007,2,Nevada,all sectors,9.48,215.63448,2275.45843,37.5
2007,3,Nevada,all sectors,9.28,236.52781,2548.01169,43.5
2007,4,Nevada,all sectors,9.26,226.16779,2443.37432,48.5
2007,5,Nevada,all sectors,9.31,282.88681,3039.21674,56.0
2007,6,Nevada,all sectors,10.09,350.65706,3476.32598,64.0
2007,7,Nevada,all sectors,11.08,465.01807,4197.13928,71.0
2007,8,Nevada,all sectors,10.69,411.9335,3852.67782,69.5
2007,9,Nevada,all sectors,10.62,353.86608,3331.94268,61.5
2007,10,Nevada,all sectors,10.06,256.77375,2551.90629,51.5
2007,11,Nevada,all sectors,9.38,230.27801,2456.22038,40.5
2007,12,Nevada,all sectors,9.87,275.05705,2786.67377,33.5
2008,1,Nevada,all sectors,9.84,265.97558,2704.22485,33.5
2008,2,Nevada,all sectors,9.79,242.06381,2472.87121,37.5
2008,3,Nevada,all sectors,9.82,244.29595,2488.44799,43.5
2008,4,Nevada,all sectors,9.66,235.03081,2434.07964,48.5
2008,5,Nevada,all sectors,9.68,272.58568,2815.18211,56.0
2008,6,Nevada,all sectors,10.21,338.52565,3316.24381,64.0
2008,7,Nevada,all sectors,10.81,438.0403,4053.38067,71.0
2008,8,Nevada,all sectors,9.87,390.2063,3954.34722,69.5
2008,9,Nevada,all sectors,9.88,319.88831,3236.84574,61.5
2008,10,Nevada,all sectors,9.79,267.94249,2735.68579,51.5
2008,11,Nevada,all sectors,9.02,215.2325,2385.25021,40.5
2008,12,Nevada,all sectors,9.63,249.878,2595.93677,33.5
2009,1,Nevada,all sectors,9.89,252.57177,2554.16909,33.5
2009,2,Nevada,all sectors,9.66,221.70787,2293.9842,37.5
2009,3,Nevada,all sectors,9.79,239.24761,2444.54169,43.5
2009,4,Nevada,all sectors,9.8,235.30039,2400.48563,48.5
2009,5,Nevada,all sectors,9.7,299.45754,3086.3585,56.0
2009,6,Nevada,all sectors,10.27,312.75931,3045.27939,64.0
2009,7,Nevada,all sectors,11.5,451.1606,3922.14385,71.0
2009,8,Nevada,all sectors,11.48,424.02069,3692.91038,69.5
2009,9,Nevada,all sectors,11.43,371.03725,3245.70367,61.5
2009,10,Nevada,all sectors,10.29,263.73315,2562.08954,51.5
2009,11,Nevada,all sectors,9.13,217.86563,2385.99222,40.5
2009,12,Nevada,all sectors,9.95,263.80074,2649.99585,33.5
2010,1,Nevada,all sectors,9.2,236.22578,2567.12444,33.5
2010,2,Nevada,all sectors,9.62,215.39839,2239.68976,37.5
2010,3,Nevada,all sectors,9.32,221.83543,2381.48023,43.5
2010,4,Nevada,all sectors,9.53,218.14928,2289.68201,48.5
2010,5,Nevada,all sectors,9.38,239.58404,2554.56582,56.0
2010,6,Nevada,all sectors,10.23,331.70781,3243.38255,64.0
2010,7,Nevada,all sectors,10.81,430.382,3981.22764,76.5
2010,8,Nevada,all sectors,10.61,399.69879,3766.41357,69.4
2010,9,Nevada,all sectors,10.65,331.70979,3115.38617,64.3
2010,10,Nevada,all sectors,9.21,246.37077,2675.12067,52.7
2010,11,Nevada,all sectors,8.21,197.28706,2403.19956,38.6
2010,12,Nevada,all sectors,8.51,217.43008,2555.32259,37.0
2011,1,Nevada,all sectors,8.6,223.48397,2599.92724,33.9
2011,2,Nevada,all sectors,8.6,196.68138,2286.05873,32.3
2011,3,Nevada,all sectors,8.59,211.26147,2458.34972,41.7
2011,4,Nevada,all sectors,8.4,199.73626,2379.20368,47.1
2011,5,Nevada,all sectors,8.5,221.82251,2608.40377,51.1
2011,6,Nevada,all sectors,9.11,279.41055,3066.97278,61.8
2011,7,Nevada,all sectors,10.21,385.55615,3776.20844,71.0
2011,8,Nevada,all sectors,10.06,383.86797,3815.53836,71.2
2011,9,Nevada,all sectors,9.94,314.0414,3160.00162,66.7
2011,10,Nevada,all sectors,8.72,232.82322,2670.20308,52.7
2011,11,Nevada,all sectors,7.41,178.58904,2411.25388,38.7
2011,12,Nevada,all sectors,7.97,213.92358,2684.35768,29.4
2012,1,Nevada,all sectors,8.25,212.74053,2579.56731,36.6
2012,2,Nevada,all sectors,8.63,203.31585,2356.05565,36.7
2012,3,Nevada,all sectors,8.41,212.40421,2524.49335,42.4
2012,4,Nevada,all sectors,8.31,204.23312,2457.70267,50.4
2012,5,Nevada,all sectors,8.57,260.30754,3039.04915,58.6
2012,6,Nevada,all sectors,9.42,322.29682,3420.58992,66.2
2012,7,Nevada,all sectors,10.03,389.06042,3879.4613,74.2
2012,8,Nevada,all sectors,9.82,386.71601,3938.73875,74.5
2012,9,Nevada,all sectors,9.69,317.50831,3276.536,67.4
2012,10,Nevada,all sectors,8.84,241.17979,2727.8739,54.7
2012,11,Nevada,all sectors,7.57,179.29054,2367.84105,43.0
2012,12,Nevada,all sectors,8.36,218.45624,2612.00896,34.5
2013,1,Nevada,all sectors,8.21,229.03954,2788.84392,26.0
2013,2,Nevada,all sectors,8.1,190.46813,2350.25499,35.4
2013,3,Nevada,all sectors,8.07,203.51345,2523.2534,46.3
2013,4,Nevada,all sectors,8.33,206.09246,2473.43624,51.1
2013,5,Nevada,all sectors,8.3,240.61881,2898.98927,57.6
2013,6,Nevada,all sectors,9.23,334.06513,3618.49945,69.0
2013,7,Nevada,all sectors,10.27,422.9869,4118.49931,76.8
2013,8,Nevada,all sectors,10.01,366.24597,3657.69992,70.6
2013,9,Nevada,all sectors,9.93,310.7776,3129.88683,63.7
2013,10,Nevada,all sectors,9.39,235.42531,2506.09026,48.7
2013,11,Nevada,all sectors,8.15,195.86946,2404.18746,40.4
2013,12,Nevada,all sectors,8.93,244.89846,2741.57397,25.6
2014,1,Nevada,all sectors,9.11,240.43843,2639.50669,35.4
2014,2,Nevada,all sectors,9.11,210.00593,2305.11285,41.7
2014,3,Nevada,all sectors,9.15,221.5255,2420.54444,45.1
2014,4,Nevada,all sectors,9.09,224.15852,2464.84734,51.2
2014,5,Nevada,all sectors,9.18,272.50754,2967.46121,58.5
2014,6,Nevada,all sectors,10.06,356.69068,3545.39408,68.0
2014,7,Nevada,all sectors,11.08,447.80065,4042.17183,75.8
2014,8,Nevada,all sectors,10.47,381.68134,3643.85624,70.1
2014,9,Nevada,all sectors,10.6,359.78583,3395.76031,65.7
2014,10,Nevada,all sectors,9.98,269.65072,2702.28432,54.5
2014,11,Nevada,all sectors,8.21,192.06029,2339.02754,42.7
2014,12,Nevada,all sectors,9.0,234.93252,2609.63917,37.2
2015,1,Nevada,all sectors,9.18,257.23582,2802.88204,36.8
2015,2,Nevada,all sectors,9.13,210.1022,2300.60438,43.6
2015,3,Nevada,all sectors,9.11,234.69504,2576.87047,49.5
2015,4,Nevada,all sectors,9.05,223.55975,2469.60823,49.6
2015,5,Nevada,all sectors,9.19,258.99066,2819.72315,56.6
2015,6,Nevada,all sectors,10.16,365.88068,3600.69774,70.6
2015,7,Nevada,all sectors,10.32,401.70503,3890.84311,71.4
2015,8,Nevada,all sectors,10.26,408.35597,3981.3246,72.5
2015,9,Nevada,all sectors,10.24,355.48898,3470.04787,66.2
2015,10,Nevada,all sectors,9.14,266.15498,2911.68912,56.4
2015,11,Nevada,all sectors,8.09,199.45597,2464.45,35.3
2015,12,Nevada,all sectors,8.47,231.29683,2730.94928,33.9
2016,1,Nevada,all sectors,8.14,224.30791,2756.87444,35.0
2016,2,Nevada,all sectors,8.09,200.63306,2480.82784,40.6
2016,3,Nevada,all sectors,7.93,199.38774,2514.45719,46.0
2016,4,Nevada,all sectors,7.66,191.73856,2504.20724,51.4
2016,5,Nevada,all sectors,7.97,221.49179,2779.19957,56.6
2016,6,Nevada,all sectors,8.8,328.51891,3733.90214,69.9
2016,7,Nevada,all sectors,9.18,381.09245,4150.06098,73.6
2016,8,Nevada,all sectors,9.23,372.68963,4039.78519,73.2
2016,9,Nevada,all sectors,8.97,287.79668,3207.90647,64.0
2016,10,Nevada,all sectors,8.45,237.3253,2808.87398,52.4
2016,11,Nevada,all sectors,7.18,171.73174,2391.6166,42.9
2016,12,Nevada,all sectors,7.71,214.00167,2776.91837,35.5
2017,1,Nevada,all sectors,8.02,217.16652,2707.72525,30.7
2017,2,Nevada,all sectors,7.93,192.09799,2423.59015,38.8
2017,3,Nevada,all sectors,8.08,208.31128,2577.71997,45.1
2017,4,Nevada,all sectors,8.01,198.66872,2481.20078,48.0
2017,5,Nevada,all sectors,8.28,246.37512,2974.58532,58.8
2017,6,Nevada,all sectors,9.12,347.8472,3815.70139,68.2
2017,7,Nevada,all sectors,9.53,417.63549,4382.55274,75.6
2017,8,Nevada,all sectors,9.69,390.3377,4027.16347,72.8
2017,9,Nevada,all sectors,9.47,319.02595,3367.0539,61.1
2017,10,Nevada,all sectors,8.87,239.90141,2705.76106,50.0
2017,11,Nevada,all sectors,8.28,205.14229,2477.29366,46.3
2017,12,Nevada,all sectors,8.43,229.17198,2717.43831,32.8
2018,1,Nevada,all sectors,8.37,221.64571,2647.67796,39.1
2018,2,Nevada,all sectors,8.41,205.7036,2446.58729,34.9
2018,3,Nevada,all sectors,8.39,221.03822,2634.83354,39.9
2018,4,Nevada,all sectors,8.21,213.7458,2601.99883,50.4
2018,5,Nevada,all sectors,8.4,259.64603,3092.23681,57.9
