state,year,month,month_name,avg_temp,precipitation,snowfall
Nebraska,2015,2,February,23.965410083283217,0.3377717897278132,32.71148459383753
Nebraska,2015,3,March,43.47446871902348,0.266183786780521,0.5787476280834914
Nebraska,2015,4,April,52.645857479220595,1.812090349593112,0.0
Nebraska,2015,5,May,58.9784554457315,4.407130915757392,0.3700189753320683
Nebraska,2015,6,June,71.80292770102596,3.862360385879722,0.0
Nebraska,2015,7,July,75.09923628450053,2.379967202543392,0.0
Nebraska,2015,8,August,71.41852837552267,2.4499678295578464,0.0
Nebraska,2015,9,September,69.4554951634401,2.5086791904103936,0.0
Nebraska,2015,10,October,55.3849922912908,0.7228545830433581,0.0
Nebraska,2015,11,November,41.99889594224883,1.235274205976584,3.945565749235474
Nebraska,2015,12,December,31.795130856127752,8.458451017970653,24.67963314358001
Nebraska,2016,1,January,25.98975698181585,0.303962886516442,32.72454142947502
Nebraska,2016,2,February,34.75017730580339,0.5620034258263984,50.83502366463826
Nebraska,2016,3,March,45.10286920237522,0.8249748295539271,3.82258064516129
Nebraska,2016,4,April,52.35051805014337,4.327627117720448,0.1764705882352941
Nebraska,2016,5,May,60.11540490677868,3.4003620490445643,0.0
Nebraska,2016,6,June,76.28116102337677,1.022844828943133,0.0
Nebraska,2016,7,July,75.58020752328459,2.730677614490818,0.0
Nebraska,2016,8,August,72.83457961341293,1.9079884964800065,0.0
Nebraska,2016,9,September,66.80383320144914,1.9862098593037816,0.0
Nebraska,2016,10,October,56.08771087277738,0.7222970354033732,0.0284629981024667
Nebraska,2016,11,November,44.61117698698625,0.5525376587807527,1.2447712418300654
Nebraska,2016,12,December,25.452034527483722,0.6640899862069486,5.639468690702088
Nebraska,2017,1,January,26.387227821839474,0.5415179224624956,20.81846932321316
Nebraska,2017,2,February,36.650317782206976,0.3667150032288153,21.735994397759104
Nebraska,2017,3,March,42.34434541020898,0.8604617677120796,3.193864642631246
Nebraska,2017,4,April,51.61684063671789,3.5987850685271274,0.0947368421052631
Nebraska,2017,5,May,60.40550762998561,3.1921038809405413,0.1426146010186757
Nebraska,2017,6,June,73.84887057732684,2.1587105819421457,0.0
Nebraska,2017,7,July,77.93521209985605,1.9147050751992505,0.0
Nebraska,2017,8,August,69.98715264242378,3.016062081255261,0.0
Nebraska,2017,9,September,67.371482472694,1.2662185380346005,0.0
Nebraska,2017,10,October,53.080073853677746,2.4485849608515857,0.0916808149405772
Nebraska,2017,11,November,40.63546011322697,0.1618998250262786,0.2526315789473684
Nebraska,2017,12,December,27.439066840436304,0.1993407246457555,24.59083191850594
Nebraska,2018,1,January,23.87005114306111,0.3052276863592458,40.22750424448217
Nebraska,2018,2,February,23.341365420151988,0.3428926056378373,41.785714285714285
Nebraska,2018,3,March,39.203338575937515,0.9152537360175595,2.2546689303904923
Nebraska,2018,4,April,43.43632102214706,0.6232471477808597,6.677192982456141
Nebraska,2018,5,May,67.24807088370929,3.500885491062164,0.0
Nebraska,2018,6,June,75.12161262176303,4.521510202913183,0.0
Nebraska,2018,7,July,74.99099068616871,2.209107463651421,0.0
Nebraska,2018,8,August,72.64316054322381,2.0558713446067616,0.0
Nebraska,2018,9,September,66.22592686749402,2.437667208371499,0.0
Nebraska,2018,10,October,48.802802118440056,1.476351803665437,1.9512966476913345
Nebraska,2018,11,November,33.62175736261223,0.6837381759629749,7.038596491228071
Nebraska,2018,12,December,29.278958560921755,1.2667819350021168,25.443123938879456
Nebraska,2019,1,January,25.81902644729633,0.1983565114961681,21.91967109424415
Nebraska,2019,2,February,18.885362422043315,0.6068629799888322,71.84210526315789
Nebraska,2019,3,March,33.61510578503478,1.4676911134627704,52.75277523834399
Nebraska,2019,4,April,51.60003190941842,0.8752301776015331,1.5263157894736843
Nebraska,2019,5,May,57.5588780605685,4.327926387872903,0.0
Nebraska,2019,6,June,71.03000051466805,2.644430766214311,0.0
Nebraska,2019,7,July,76.23127973038035,2.665177884280358,0.0
Nebraska,2019,8,August,72.42789567180782,3.364089484035999,0.0
Nebraska,2019,9,September,71.00709766815788,1.819166150917089,0.0
Nebraska,2019,10,October,46.219096722162746,1.643930618172846,1.1816638370118846
Nebraska,2019,11,November,36.57268146745746,0.7108158797072551,9.947368421052632
Nebraska,2019,12,December,31.002358690418873,0.7903182220483568,9.227504244482173
Nebraska,2020,1,January,27.612400539847876,0.4760406820745481,18.191018342821
Nebraska,2020,2,February,30.9692511258515,0.0721343123158381,2.998185117967332
Nebraska,2020,3,March,42.82674538588373,1.1071462611459355,3.34125636672326
Nebraska,2020,4,April,48.727998463639466,0.3646288511407967,3.2666666666666666
Nebraska,2020,5,May,58.78094527276103,2.578591203931138,0.0
Nebraska,2020,6,June,76.3719006383397,1.5028778555928817,0.0
Nebraska,2020,7,July,76.8704999189693,2.6405321436785583,0.0
Nebraska,2020,8,August,74.6330420906402,0.5678335769126631,0.0
Nebraska,2020,9,September,63.74010997855825,0.7334325760595192,0.0
Nebraska,2020,10,October,48.29244649822715,0.2526283894945101,4.685908319185059
Nebraska,2020,11,November,42.989631280183005,0.6334902342081188,3.014035087719298
Nebraska,2020,12,December,30.98458482163599,0.4019751442093913,20.804753820033955
Nebraska,2021,1,January,29.7014640564318,0.8739537620182782,58.227504244482176
Nebraska,2021,2,February,16.880458055458057,0.7494032994032994,182.19774436090225
Nebraska,2021,3,March,44.5755900768804,4.302258857097566,4.441426146010187
Nebraska,2021,4,April,50.15084029484029,1.925757575757576,1.4807017543859649
Nebraska,2021,5,May,60.32298644685741,4.01299833557898,0.0
Nebraska,2021,6,June,75.52046191646193,2.7287960687960684,0.0
Nebraska,2021,7,July,75.89002615518746,2.7114210985178726,0.0
Nebraska,2021,8,August,75.68446064833162,3.720694301339463,0.0
Nebraska,2021,9,September,68.65924815724816,1.8745126945126944,0.0
Nebraska,2021,10,October,54.51158437029405,2.4680827455021004,0.1528013582342954
Nebraska,2021,11,November,43.15410319410319,0.3661261261261261,0.4771929824561403
Nebraska,2021,12,December,34.36326860584925,0.3106126654513751,2.7979626485568763
Nebraska,2022,1,January,25.394155504478086,0.3417928192121741,6.66213921901528
Nebraska,2022,2,February,27.93123552123552,0.1509301509301509,1.8721804511278195
Nebraska,2022,3,March,38.97487516842356,1.4048188951414755,4.444821731748728
Nebraska,2022,4,April,49.339013781512605,2.4778823529411764,0.0
Nebraska,2022,5,May,61.896085878637486,4.3732337393789,0.0916808149405772
Nebraska,2022,6,June,74.18633566433566,3.1916783216783218,0.0
Nebraska,2022,7,July,77.14669072862621,3.2566433566433566,0.0
Nebraska,2022,8,August,75.60832858214553,1.338027006751688,0.0
Nebraska,2022,9,September,68.13906046511627,1.554821705426357,0.0
Nebraska,2022,10,October,52.87658364591148,0.7738634658664666,0.0
Nebraska,2022,11,November,35.98627441860465,0.654984496124031,1.0035087719298246
Nebraska,2022,12,December,24.028106526631657,0.9932108027006752,20.427843803056028
Nebraska,2023,1,January,25.968447111777945,1.4191972993248312,55.92190152801358
Nebraska,2023,2,February,28.795222591362126,1.187765780730897,34.96616541353384
Nebraska,2023,3,March,34.96723180795199,0.93231807951988,4.00339558573854
Nebraska,2023,4,April,51.00188837209302,1.1676589147286822,0.2526315789473684
Nebraska,2023,5,May,64.65850862715679,2.8243735933983496,0.0
Nebraska,2023,6,June,72.30138604651162,3.91962015503876,0.0
Nebraska,2023,7,July,73.8926976744186,4.528597149287322,0.0
Nebraska,2023,8,August,74.68218604651162,2.919819954988747,0.0
Nebraska,2023,9,September,68.70241860465116,1.8305891472868216,0.0
Nebraska,2023,10,October,52.732718679669915,2.376669167291823,0.4753820033955858
Nebraska,2023,11,November,41.24467441860465,0.6138759689922481,4.589473684210526
Nebraska,2023,12,December,34.23414703675919,1.3017179294823706,9.225806451612904
Nebraska,2024,1,January,20.872570142535636,0.940570142535634,122.05093378607808
Nebraska,2024,2,February,38.37383319967923,0.5999679230152366,3.952813067150635
Nebraska,2024,3,March,41.706658664666165,1.55814703675919,2.5432937181663835
Nebraska,2024,4,April,52.71836279069767,3.68484496124031,0.4210526315789473
Nebraska,2024,5,May,62.125356339084775,5.875281320330083,0.0
Nebraska,2024,6,June,73.87733488372093,4.317922480620156,0.0
Nebraska,2024,7,July,74.55575393848461,3.567989497374344,0.0
Nebraska,2024,8,August,73.26616402809495,2.1618689735431205,0.0
Nebraska,2024,9,September,69.0721534883721,0.5322575366063738,0.0
Nebraska,2024,10,October,57.24501935483871,0.451489872468117,0.3613117408906882
Nebraska,2024,11,November,50.13956521739131,0.0,
Alabama,2001,1,January,41.15364019851117,3.394815323263884,0.2389486260454002
Alabama,2001,2,February,51.763335949764524,3.63233202934226,0.0
Alabama,2001,3,March,51.163050336760016,6.471810753376218,0.0
Alabama,2001,4,April,65.38343615005685,3.984068473784498,0.0
Alabama,2001,5,May,71.16013470400567,3.7030857038807694,0.0
Alabama,2001,6,June,75.9362629784009,5.5678370257193786,0.0
Alabama,2001,7,July,80.13243707904999,3.623699940161041,0.0
Alabama,2001,8,August,78.7411976840364,4.936578568490333,0.0
Alabama,2001,9,September,71.92053846153846,3.483011750397939,0.0
Alabama,2001,10,October,61.008968450903936,2.2241062107475766,0.0
Alabama,2001,11,November,58.83892025922795,2.5177745174215764,0.0
Alabama,2001,12,December,50.1523814005794,3.2136423238186635,0.0
Alabama,2002,1,January,47.48940392706872,4.298101503464622,0.0
Alabama,2002,2,February,45.3987000405077,2.33543634796576,1.851851851851852
Alabama,2002,3,March,55.23995187602052,4.275274469978375,0.0
Alabama,2002,4,April,65.6944185050332,1.9425378717143424,0.0
Alabama,2002,5,May,70.511537408715,3.186348850390596,0.0
Alabama,2002,6,June,77.73271023579119,2.8119769045958303,0.0
Alabama,2002,7,July,80.64460764375877,5.105048316896449,0.0
Alabama,2002,8,August,80.39346072931275,2.172500823567368,0.0
Alabama,2002,9,September,77.11913643178411,7.703249059344067,0.0
Alabama,2002,10,October,67.48120932678822,3.933160223875346,0.0
Alabama,2002,11,November,51.35435791925466,3.340829789405641,0.0
Alabama,2002,12,December,45.24135834502104,5.449830198155788,0.0
Alabama,2003,1,January,39.62889394012671,1.5121043098758205,0.0
Alabama,2003,2,February,47.882650203057814,5.060716199585247,0.0
Alabama,2003,3,March,57.411133832277415,3.0138504457513275,0.0
Alabama,2003,4,April,64.37482608695652,3.865987229658629,0.0
Alabama,2003,5,May,71.45134852734924,9.001569168443353,0.0
Alabama,2003,6,June,75.59438586956523,6.302134712800761,0.0
Alabama,2003,7,July,78.72581837307152,5.586390206883565,0.0
Alabama,2003,8,August,79.90268934081345,4.9014726646605205,0.0
Alabama,2003,9,September,73.69820652173914,2.4071111091597905,0.0
Alabama,2003,10,October,64.10447054698457,1.051026606221103,0.0
Alabama,2003,11,November,58.32845652173913,3.2531574960986727,0.0
Alabama,2003,12,December,44.29945301542777,2.476751540134711,0.0
Alabama,2004,1,January,44.25373925444226,2.18416271853723,0.0
Alabama,2004,2,February,46.00144699533523,5.729330938045111,0.0
Alabama,2004,3,March,59.493105990783405,2.008749427043545,0.0
Alabama,2004,4,April,62.582520226164185,2.8436826567389226,0.0
Alabama,2004,5,May,73.69085892750186,3.2707972491701143,0.0
Alabama,2004,6,June,77.09465662031758,6.344416563828329,0.0
Alabama,2004,7,July,79.69393502985176,3.737939989736103,0.0
Alabama,2004,8,August,76.85432660628211,3.254609041153568,0.0
Alabama,2004,9,September,74.39510955859157,5.101994579231902,0.0
Alabama,2004,10,October,69.05833285713503,2.091215194928025,0.0
Alabama,2004,11,November,58.23773626373627,7.581808261644578,0.0
Alabama,2004,12,December,45.463150348459735,3.40230893921596,0.0
Alabama,2005,1,January,49.35732129032258,1.737007275789766,0.0
Alabama,2005,2,February,51.83715238095238,3.6600227217996593,0.0
Alabama,2005,3,March,54.51425290322581,4.182415903358555,0.0
Alabama,2005,4,April,62.05895599343186,5.388281562666588,0.0
Alabama,2005,5,May,69.3216169076752,2.4759602994201826,0.0
Alabama,2005,6,June,77.45808190476191,3.632755486454304,0.0
Alabama,2005,7,July,80.43706599902714,6.243593668075526,0.0
Alabama,2005,8,August,79.97258495075559,3.062815415770093,0.0
Alabama,2005,9,September,77.30074714804252,1.6386221871427602,0.0
Alabama,2005,10,October,63.64597173020528,0.4107396044206216,0.0
Alabama,2005,11,November,56.5544197492163,2.445659330828413,0.0
Alabama,2005,12,December,44.1029228739003,3.0855145822947514,0.0
Alabama,2006,1,January,51.66980238493218,3.2764164632361017,0.0
Alabama,2006,2,February,46.19033941864587,4.703645047425963,0.0
Alabama,2006,3,March,56.404241204914115,2.2062434121901164,0.0
Alabama,2006,4,April,67.64437790148449,3.4105595594881306,0.0
Alabama,2006,5,May,71.253175709819,2.2210652784720795,0.0
Alabama,2006,6,June,78.2349623533987,2.164529730805593,0.0
Alabama,2006,7,July,81.01658945856099,2.2596372412226,0.0
Alabama,2006,8,August,81.55957409341593,2.4150991606922285,0.0
Alabama,2006,9,September,72.93617896306363,2.767428033059051,0.0
Alabama,2006,10,October,62.507081706622486,2.9845381678060114,0.0
Alabama,2006,11,November,53.06179855248877,2.966225165679747,0.0
Alabama,2006,12,December,49.56583848559962,2.1845774575152457,0.0
Alabama,2007,1,January,47.23681153442881,2.121569411833044,0.0
Alabama,2007,2,February,45.98488184579648,1.672987452506086,0.124223602484472
Alabama,2007,3,March,60.936913145093726,0.8672851021778402,0.0
Alabama,2007,4,April,60.85817732662356,2.352319677752825,0.0
Alabama,2007,5,May,72.40537920257898,0.5898092155622952,0.0
Alabama,2007,6,June,79.30813492944347,1.7206877255916664,0.0
Alabama,2007,7,July,78.48600831048478,3.5858194114061743,0.0
Alabama,2007,8,August,83.7446499305805,2.7065035049765327,0.0
Alabama,2007,9,September,75.85871487314552,2.466469709489521,0.0
Alabama,2007,10,October,66.5309407351838,2.5008427975204555,0.0
Alabama,2007,11,November,53.45429123045322,1.8257844222461912,0.0
Alabama,2007,12,December,51.81087920905969,2.638298975303648,0.0
Alabama,2008,1,January,43.615905368707054,3.394782724484187,0.0
Alabama,2008,2,February,49.578126058856455,3.542272645302095,0.0
Alabama,2008,3,March,55.474954920222316,2.5499374982232923,0.1001402524544179
Alabama,2008,4,April,62.9641325478171,3.85109504173022,0.0
Alabama,2008,5,May,70.66065389860074,3.3166001863310464,0.0
Alabama,2008,6,June,78.30516609514244,2.319402460872797,0.0
Alabama,2008,7,July,79.49100259711031,3.0708165122005897,0.0
Alabama,2008,8,August,78.35040264366026,5.646699153025087,0.0
Alabama,2008,9,September,74.20137590373257,0.9474623957579622,0.0
Alabama,2008,10,October,61.56877167819677,1.829228863002103,0.0
Alabama,2008,11,November,50.99543279013578,1.7812163375413537,0.0
Alabama,2008,12,December,50.115710621453886,4.030945684174679,0.0
Alabama,2009,1,January,45.5155826742236,14.165718760333409,0.0
Alabama,2009,2,February,48.625050157118686,3.061243096432277,0.0
Alabama,2009,3,March,57.38601912335956,5.897682448244821,0.0
Alabama,2009,4,April,62.611969954073004,1.858345145190034,0.0
Alabama,2009,5,May,70.92458457290607,5.113496727833532,0.0
Alabama,2009,6,June,79.75100501175467,1.4201157445144883,0.0
Alabama,2009,7,July,78.07292760938762,4.511056098713655,0.0
Alabama,2009,8,August,77.45789650039293,4.06344797591975,0.0
Alabama,2009,9,September,74.13079160832149,5.503275736341383,0.0
Alabama,2009,10,October,63.048723241441536,4.667711939278819,0.0
Alabama,2009,11,November,53.28889648537924,7.05029397184915,0.0
Alabama,2009,12,December,44.924981053615475,6.051651854562897,0.0
Alabama,2010,1,January,39.602199025999184,5.417261749941807,0.0
Alabama,2010,2,February,40.699919730578365,2.891451635262265,2.2237673830594185
Alabama,2010,3,March,51.37514391387394,3.909243088352225,0.0
Alabama,2010,4,April,64.77651052184268,2.11471817382027,0.0
Alabama,2010,5,May,73.28937555605472,4.474009218976009,0.0
Alabama,2010,6,June,80.289158651555,2.1660615996099493,0.0
Alabama,2010,7,July,82.28132555501404,2.133647960030961,0.0
Alabama,2010,8,August,82.12420100784449,3.500717087842516,0.0
Alabama,2010,9,September,76.57994979868585,0.7121088684300618,0.0
Alabama,2010,10,October,64.05403675601445,1.7040517303752116,0.0
Alabama,2010,11,November,54.51810691045864,3.222730632884714,0.0
Alabama,2010,12,December,40.133504871434496,0.951333123179434,0.5958944281524926
Alabama,2011,1,January,40.88447721808582,2.306972720596267,6.30303970223325
Alabama,2011,2,February,49.84614407938241,2.313727542187145,0.8725961538461539
Alabama,2011,3,March,57.09577900763057,5.193790995238437,0.0
Alabama,2011,4,April,65.79950925043352,3.454115682080024,0.0
Alabama,2011,5,May,70.49412792087656,1.530499760103143,0.0
Alabama,2011,6,June,80.63153944246267,3.0903466613207997,0.0
Alabama,2011,7,July,80.8315895284997,4.504701503557107,0.0
Alabama,2011,8,August,81.31044537740908,1.2665836073609988,0.0
Alabama,2011,9,September,71.59955020467973,44.05842602427897,0.0
Alabama,2011,10,October,60.163102261650984,0.4603782017996423,0.0
Alabama,2011,11,November,55.61774204962695,5.866445389133004,0.0
Alabama,2011,12,December,49.51208057085027,3.211553308071404,0.0
Alabama,2012,1,January,50.31935228847547,3.539401046989272,0.0
Alabama,2012,2,February,52.24443583510205,3.2296915437266853,0.0
Alabama,2012,3,March,64.54554630747842,3.5780902074300567,0.0
Alabama,2012,4,April,65.376721727801,1.0382544146998172,0.0
Alabama,2012,5,May,73.53523059489828,3.9798048908876487,0.0
Alabama,2012,6,June,77.54621053832574,3.076751559713942,0.0
Alabama,2012,7,July,81.15298508132354,4.865447935950043,0.0
Alabama,2012,8,August,77.59060049553618,4.058659707081033,0.0
Alabama,2012,9,September,72.26359875311866,3.557335551495721,0.0
Alabama,2012,10,October,62.051540032234605,1.305191399103435,0.0
Alabama,2012,11,November,50.94938787425271,0.9561927318798884,0.0
Alabama,2012,12,December,51.06702891601276,3.419489143743954,0.0
Alabama,2013,1,January,50.11714687163147,11.888644808709149,0.0
Alabama,2013,2,February,47.88344491685667,5.789891369881828,0.0
Alabama,2013,3,March,50.17873681208903,2.6781532823339296,0.0
Alabama,2013,4,April,62.54514084753167,3.4296877179387835,0.0
Alabama,2013,5,May,68.727733332653,3.121439845068564,0.0
Alabama,2013,6,June,77.71322326795318,4.393336521357443,0.0
Alabama,2013,7,July,77.22060904438456,7.135695857827645,0.0
Alabama,2013,8,August,77.26572096891462,3.864783386592236,0.0
Alabama,2013,9,September,74.48634365554253,2.088735663931527,0.0
Alabama,2013,10,October,64.56295734278397,1.1615887255976285,0.0
Alabama,2013,11,November,51.41729004328596,2.001364252622917,0.0
Alabama,2013,12,December,47.94222620778347,5.13518785710253,0.0
Alabama,2014,1,January,37.75529547521164,1.516201555087498,1.7252199413489735
Alabama,2014,2,February,47.207693780985366,3.849159654371872,3.634846461949266
Alabama,2014,3,March,52.84224198149603,3.801723269940312,0.0
Alabama,2014,4,April,63.21861876403351,7.263466653434658,0.0
Alabama,2014,5,May,70.58839210240978,2.4553675904760244,0.0
Alabama,2014,6,June,77.44608955003311,3.4618933681834347,0.0
Alabama,2014,7,July,77.89687095659085,2.253259489285527,0.0
Alabama,2014,8,August,79.09896216134096,2.4444940899795378,0.0
Alabama,2014,9,September,75.50007064650794,1.9095981343545887,0.0
Alabama,2014,10,October,64.75456475829071,2.702664159850852,0.0
Alabama,2014,11,November,48.422317175564906,2.948396658393257,0.0
Alabama,2014,12,December,49.30979561224042,4.055058411645411,0.0
Alabama,2015,1,January,43.45686296386127,2.622066565265129,0.0
Alabama,2015,2,February,40.76835263479211,2.7054412837287147,1.9692923898531376
Alabama,2015,3,March,57.51294775662738,3.001972056939369,0.1460742544126597
Alabama,2015,4,April,66.07895010555947,5.68974180727683,0.0
Alabama,2015,5,May,71.71995241299678,3.0148325909705727,0.0
Alabama,2015,6,June,78.65088313562472,2.088705878575521,0.0
Alabama,2015,7,July,81.06269892010857,4.3060835019700585,0.0
Alabama,2015,8,August,78.29063844538042,3.564757742673877,0.0
Alabama,2015,9,September,73.6959596719683,2.615922566277101,0.0
Alabama,2015,10,October,64.65305200651946,3.66181279220688,0.0
Alabama,2015,11,November,59.23529469672269,5.562629929508035,0.0
Alabama,2015,12,December,56.74455894635112,8.355789893718603,0.0
Alabama,2016,1,January,43.06987268949948,2.4228298056640307,0.0
Alabama,2016,2,February,49.19960011765677,3.7869261829353,0.0
Alabama,2016,3,March,59.663861524110004,4.301591908027226,0.0
Alabama,2016,4,April,63.77467635900095,3.1213927297784645,0.0
Alabama,2016,5,May,70.49069733540368,1.304784252624007,0.0
Alabama,2016,6,June,78.89108260847054,2.914060207671064,0.0
Alabama,2016,7,July,81.0802601401863,3.4269003615959472,0.0
Alabama,2016,8,August,80.58241353792567,2.9388108776627653,0.0
Alabama,2016,9,September,77.94154537496834,1.331721444833139,0.0
Alabama,2016,10,October,68.36226348920302,0.0654475015812776,0.0
Alabama,2016,11,November,57.60630452404307,1.8623003379262748,0.0
Alabama,2016,12,December,50.166139474621275,3.043651580309758,0.0
Alabama,2017,1,January,52.518593428633324,5.915312457017143,0.0
Alabama,2017,2,February,55.53847159874027,2.329627183334414,0.0
Alabama,2017,3,March,58.01453441529394,3.0331256233470656,0.0
Alabama,2017,4,April,67.3192701533608,3.4372200134901285,0.0
Alabama,2017,5,May,70.08468909318253,4.392212042100994,0.0
Alabama,2017,6,June,75.45662857972532,9.401250265885029,0.0
Alabama,2017,7,July,79.7522457338493,4.133391818376688,0.0
Alabama,2017,8,August,78.04605046084761,5.018600976318861,0.0
Alabama,2017,9,September,72.62985462051718,1.9130363724825092,0.0
Alabama,2017,10,October,65.15115933116692,4.286939396068181,0.0
Alabama,2017,11,November,54.990348301577285,0.8619120488504677,0.0
Alabama,2017,12,December,46.33468312444715,2.621767470823306,0.7352941176470589
Alabama,2018,1,January,40.388338474866984,1.360784942798654,0.6382978723404256
Alabama,2018,2,February,57.89291437181261,17.23409642865627,0.0
Alabama,2018,3,March,54.97182050268902,2.544796376866412,0.0
Alabama,2018,4,April,59.96634243982189,4.648338966418028,0.0
Alabama,2018,5,May,73.90792132104917,4.343526288286511,0.0
Alabama,2018,6,June,78.39587746753573,4.107560182471182,0.0
Alabama,2018,7,July,79.55328476937699,2.8810133531209603,0.0
Alabama,2018,8,August,78.51653892811677,3.1469261745721413,0.0
Alabama,2018,9,September,78.34929517276248,4.041210938256218,0.0
Alabama,2018,10,October,67.07454934336614,1.758655702968876,0.0
Alabama,2018,11,November,49.851015339000206,4.710199187191246,0.0
Alabama,2018,12,December,48.66208172665679,20.33682824723848,0.0
Alabama,2019,1,January,45.54901466154175,3.8202865039788527,0.0
Alabama,2019,2,February,55.71547333374126,5.296533768582756,0.0
Alabama,2019,3,March,54.68383605212219,1.96528900040214,0.0
Alabama,2019,4,April,64.02960404915282,3.9786326399549687,0.0
Alabama,2019,5,May,74.17089287608414,2.7524293443594763,0.0
Alabama,2019,6,June,77.70078608604256,2.916225787028192,0.0
Alabama,2019,7,July,79.85624431541763,3.267179654314207,0.0
Alabama,2019,8,August,79.67293184275962,4.960909268788799,0.0
Alabama,2019,9,September,79.88969022216517,0.4234220496692735,0.0
Alabama,2019,10,October,67.57316928775275,4.206920133853766,0.0
Alabama,2019,11,November,50.41107283512875,2.0922057192459547,0.0
Alabama,2019,12,December,50.89627953544253,17.913054041367193,0.1130209559689192
Alabama,2020,1,January,49.77826765595387,4.933219140735964,0.0
Alabama,2020,2,February,50.48375835846048,8.025505455935345,0.0
Alabama,2020,3,March,62.88164378936682,4.672599394136118,0.0
Alabama,2020,4,April,61.81325198118196,4.837945553833072,0.0
Alabama,2020,5,May,68.8070703520481,3.155478872378383,0.0
Alabama,2020,6,June,76.46968317199764,3.3708150608608274,0.0
Alabama,2020,7,July,79.91961902944595,3.779548745466896,0.0
Alabama,2020,8,August,79.15172557084796,4.222853306484015,0.0
Alabama,2020,9,September,73.26764947248955,22.871954744047443,0.0
Alabama,2020,10,October,66.44231618889742,3.158701368064839,0.0
Alabama,2020,11,November,57.529523436610404,1.5576860429118182,0.0
Alabama,2020,12,December,45.527919904715475,2.320121230865903,0.0
Alabama,2021,1,January,46.27641464911682,2.9692579963172614,0.0
Alabama,2021,2,February,46.68679855028692,4.2063953488372094,0.6183524504692387
Alabama,2021,3,March,59.11167291822956,8.089742890268022,0.0
Alabama,2021,4,April,61.4755644820296,4.337906976744186,0.0
Alabama,2021,5,May,69.30027688740367,4.338068608061106,0.0
Alabama,2021,6,June,76.49537843551798,7.7894996476391825,0.0
Alabama,2021,7,July,78.18284662074609,7.496883311737025,0.0
Alabama,2021,8,August,78.84608333901659,6.35931937529837,0.0
Alabama,2021,9,September,73.28857505285413,4.48612705124333,0.0
Alabama,2021,10,October,66.52992429925663,4.962436063561344,0.0
Alabama,2021,11,November,50.944739957716706,1.1902255109231854,0.0
Alabama,2021,12,December,56.54922321489463,4.722294209916115,0.0
Alabama,2022,1,January,43.09634999659006,3.866309759257996,0.4897574758653166
Alabama,2022,2,February,49.54770311084265,5.42065086076714,0.0
Alabama,2022,3,March,57.141333969856106,6.107044943053945,0.236091631603553
Alabama,2022,4,April,62.90433223978527,4.640406601053782,0.0
Alabama,2022,5,May,73.25458311070547,4.179550849823993,0.0
Alabama,2022,6,June,79.73875308641975,3.4418106995884776,0.0
Alabama,2022,7,July,80.9541696535245,4.390793840435418,0.0
Alabama,2022,8,August,78.23431302270012,4.201234567901235,0.0
Alabama,2022,9,September,73.322012345679,2.0205349794238683,0.0
Alabama,2022,10,October,61.26994026284349,2.167343687773795,0.0
Alabama,2022,11,November,55.35918518518518,4.364101508916324,0.0
Alabama,2022,12,December,49.36243727598566,4.210015929908403,0.1130209559689192
Alabama,2023,1,January,51.60565113500597,5.910918624717907,0.0
Alabama,2023,2,February,56.2868253968254,4.473787477954144,0.0
Alabama,2023,3,March,58.45508960573476,4.468704367449887,0.0
Alabama,2023,4,April,63.32281481481481,4.768744855967078,0.0
Alabama,2023,5,May,70.01849462365591,3.184713925394929,0.0
Alabama,2023,6,June,76.3803950617284,4.305102880658436,0.0
Alabama,2023,7,July,80.08039426523297,3.9244457719368113,0.0
Alabama,2023,8,August,80.93639187574672,3.406491437674233,0.0
Alabama,2023,9,September,74.93133333333333,1.482832647462277,0.0
Alabama,2023,10,October,64.77578597030211,1.096855028351444,0.0
Alabama,2023,11,November,54.326,2.1950448585231195,0.0
Alabama,2023,12,December,48.896612962155416,3.805226662895172,0.0
Alabama,2024,1,January,43.286411290322576,5.521068548387096,0.437956204379562
Alabama,2024,2,February,52.48583620689655,4.055926724137931,0.0
Alabama,2024,3,March,58.35827822580645,5.709254032258064,0.0
Alabama,2024,4,April,64.575,4.231909722222222,0.0
Alabama,2024,5,May,73.43156048387097,5.584442204301075,0.0
Alabama,2024,6,June,78.8496125,3.3510208333333336,0.0
Alabama,2024,7,July,80.26754435483872,5.768185483870967,0.0
Alabama,2024,8,August,80.68120740420437,1.009610240967594,0.0
Alabama,2024,9,September,75.0437960214833,7.178916546934866,0.0
Alabama,2024,10,October,65.72203306451614,0.7015235215053762,0.0
Alabama,2024,11,November,67.71875,0.0,
New Mexico,2001,1,January,33.69638413731873,0.3748910200523104,2.85856464116029
New Mexico,2001,2,February,41.6898623853211,0.2396235521235521,0.0
New Mexico,2001,3,March,47.97248146112544,0.3453443766346992,0.0
New Mexico,2001,4,April,57.331229357798165,0.3426576576576576,0.0
New Mexico,2001,5,May,67.68658022238193,0.4444202266782912,0.0
New Mexico,2001,6,June,76.03636697247707,0.4188288288288288,0.0
New Mexico,2001,7,July,78.13099243808105,1.276198779424586,0.0
New Mexico,2001,8,August,74.18302782908634,1.3535309503051438,0.0
New Mexico,2001,9,September,71.06754128440367,0.6864414414414415,0.0
New Mexico,2001,10,October,60.27298017164841,0.2124673060156931,0.0
New Mexico,2001,11,November,48.312003163555836,0.4577927927927928,0.0
